,OID,WATERBODY_CODE,Waterbody_LID,LOCNAME,lat,long,ID,SPECIES_NAME,SAMPLE_YEAR,SAMPLE_DATE,LENGTH_CM,WEIGHT_GRAM,SEX,VALUE,Waterbody_Name,LCOUPCORSM,COUPCORSM,TP,TPMAX,TEMPMEANYR,SA_ha
352,4791,44417642,18-3651-49486,Eagle Lake,44.68305556,-76.69861111,97590,Lake Trout,2008,03-Jul-08,71.8,3900,F,0.65,Eagle L.,-3.507555064,0.029098029,5.406758681,5.593105743,19.33760033,661.6
353,4792,44417642,18-3651-49486,Eagle Lake,44.68305556,-76.69861111,97591,Lake Trout,2008,03-Jul-08,71.8,4150,F,0.55,Eagle L.,-3.507555064,0.029098029,5.406758681,5.593105743,19.33760033,661.6
354,4793,44417642,18-3651-49486,Eagle Lake,44.68305556,-76.69861111,97592,Lake Trout,2008,03-Jul-08,75.9,4600,M,0.7,Eagle L.,-3.507555064,0.029098029,5.406758681,5.593105743,19.33760033,661.6
355,4796,44417642,18-3651-49486,Eagle Lake,44.68305556,-76.69861111,97595,Lake Trout,2008,03-Jul-08,74,4000,M,0.65,Eagle L.,-3.507555064,0.029098029,5.406758681,5.593105743,19.33760033,661.6
356,NA,NA,15-6340-53970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eva L.,-0.765510793,0.317451011,4.682463652,4.946608199,17.251088,1707.8
357,24399,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111862,Lake Trout,2010,23-Jul-10,69.7,2968,M,0.58,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
358,24407,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111870,Lake Trout,2010,23-Jul-10,59.4,2150,F,0.71,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
359,24432,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111960,Lake Trout,2010,23-Jul-10,46.7,950,F,0.31,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
360,24433,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111961,Lake Trout,2010,23-Jul-10,49.2,1207,M,0.24,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
361,24434,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111962,Lake Trout,2010,23-Jul-10,55.4,1748,M,0.66,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
362,24435,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111963,Lake Trout,2010,23-Jul-10,58,2019,F,0.3,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
363,24436,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111964,Lake Trout,2010,23-Jul-10,60.1,2217,F,0.32,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
364,24437,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111965,Lake Trout,2010,23-Jul-10,61.3,2387,M,0.4,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
365,24438,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111966,Lake Trout,2010,23-Jul-10,62.9,2932,M,0.68,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
366,24439,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111967,Lake Trout,2010,23-Jul-10,65.1,3200,M,0.43,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
367,24440,48429203,15-5688-53944,Factor Lake,48.70055556,-92.065,111968,Lake Trout,2010,23-Jul-10,65.4,2615,F,0.76,Factor L.,-1.856311657,0.135133538,4.323083118,4.702349115,17.601219,629.7
368,NA,NA,17-6937-51056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gilmour,-0.234027714,0.441758647,4.608295858,4.894642894,17.24032067,165
369,NA,NA,17-6942-50832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hogan,0.04753138,0.511880608,4.795358741,5.055662465,16.44462967,1303.2
370,30092,49339140,15-5965-54891,Indian Lake,49.54888889,-91.66638889,106330,Lake Trout,2009,10-Aug-09,76.5,5154,M,0.59,Indian L.,-1.26294999,0.220466486,4.957960051,4.976174033,17.784646,3962.8
371,30094,49339140,15-5965-54891,Indian Lake,49.54888889,-91.66638889,106332,Lake Trout,2009,10-Aug-09,71.9,4320,M,0.88,Indian L.,-1.26294999,0.220466486,4.957960051,4.976174033,17.784646,3962.8
372,30095,49339140,15-5965-54891,Indian Lake,49.54888889,-91.66638889,106333,Lake Trout,2009,10-Aug-09,73.8,3787,M,0.83,Indian L.,-1.26294999,0.220466486,4.957960051,4.976174033,17.784646,3962.8
373,NA,NA,15-4710-54335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaiashkons L.,-1.105874808,0.248640751,4.871957104,5.259853524,18.05362067,2147.1
374,NA,NA,15-4390-54514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kakagi L.,-0.898519377,0.289354861,4.168735679,4.468209567,18.21640767,11185.7
375,27318,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113943,Lake Trout,2010,30-Aug-10,58.3,1372,F,0.26,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
376,27319,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113944,Lake Trout,2010,30-Aug-10,61.1,1898,F,0.43,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
377,27320,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113945,Lake Trout,2010,30-Aug-10,62.5,1675,M,0.4,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
378,27321,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113946,Lake Trout,2010,30-Aug-10,64.6,2646,F,1,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
379,27322,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113947,Lake Trout,2010,30-Aug-10,73.7,2955,F,0.48,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
380,27323,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113948,Lake Trout,2010,30-Aug-10,70.7,3210,F,0.41,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
381,27324,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113949,Lake Trout,2010,30-Aug-10,41.5,542,M,0.13,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
382,27325,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113950,Lake Trout,2010,30-Aug-10,38.1,380,F,0.09,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
383,27326,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113951,Lake Trout,2010,30-Aug-10,39.4,362,F,0.16,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
384,27327,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113952,Lake Trout,2010,30-Aug-10,40.8,460,M,0.2,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
385,27328,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113953,Lake Trout,2010,30-Aug-10,41.5,560,F,0.16,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
386,27329,49079342,15-4479-54411,Katimiagamak Lake,49.12222222,-93.71472222,113954,Lake Trout,2010,30-Aug-10,56.9,1430,F,0.25,Katimiagamak L.,-1.480110461,0.185410735,4.616031106,4.921419638,18.17154367,1032
387,27650,49149128,15-6111-54547,Kay Lake,49.23666667,-91.47333333,110385,Lake Trout,2010,20-Jun-10,44.2,688,M,1.5,Kay L.,-1.64287768,0.162073876,4.64322078,4.979840519,17.46165767,362.2
388,27651,49149128,15-6111-54547,Kay Lake,49.23666667,-91.47333333,110386,Lake Trout,2010,20-Jun-10,55.4,1241,F,0.77,Kay L.,-1.64287768,0.162073876,4.64322078,4.979840519,17.46165767,362.2
389,27652,49149128,15-6111-54547,Kay Lake,49.23666667,-91.47333333,110387,Lake Trout,2010,20-Jun-10,55.7,1333,M,0.73,Kay L.,-1.64287768,0.162073876,4.64322078,4.979840519,17.46165767,362.2
390,27653,49149128,15-6111-54547,Kay Lake,49.23666667,-91.47333333,110388,Lake Trout,2010,20-Jun-10,62.1,2050,M,0.97,Kay L.,-1.64287768,0.162073876,4.64322078,4.979840519,17.46165767,362.2
391,27654,49149128,15-6111-54547,Kay Lake,49.23666667,-91.47333333,110389,Lake Trout,2010,20-Jun-10,73.9,2097,F,3.9,Kay L.,-1.64287768,0.162073876,4.64322078,4.979840519,17.46165767,362.2
392,27657,49149128,15-6111-54547,Kay Lake,49.23666667,-91.47333333,110392,Lake Trout,2010,20-Jun-10,62,1234,F,3.9,Kay L.,-1.64287768,0.162073876,4.64322078,4.979840519,17.46165767,362.2
393,8952,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99717,Lake Trout,2008,15-Aug-08,47.5,900,M,0.38,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
394,8953,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99718,Lake Trout,2008,15-Aug-08,47,840,M,0.47,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
395,8954,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99719,Lake Trout,2008,15-Aug-08,46.3,840,F,0.48,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
396,8955,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99720,Lake Trout,2008,15-Aug-08,26,140,M,0.13,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
397,8956,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99721,Lake Trout,2008,15-Aug-08,60.4,2000,F,0.86,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
398,8957,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99722,Lake Trout,2008,15-Aug-08,35.5,320,F,0.19,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
399,8965,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99730,Lake Trout,2008,15-Aug-08,64.6,1900,?,0.47,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
400,8966,45157904,17-6567-50131,Lake of Bays,45.25055556,-78.99833333,99731,Lake Trout,2008,15-Aug-08,31.1,220,M,0.22,Lake of B.s,-0.138612868,0.465402161,4.9275696,5.706981364,17.87835067,6904.1
401,38501,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102355,Lake Trout,2009,20-Jun-09,69.9,2103,F,2.2,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
402,38502,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102356,Lake Trout,2009,20-Jun-09,63,1924,M,0.89,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
403,38503,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102357,Lake Trout,2009,20-Jun-09,51.7,1001,F,0.4,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
404,38504,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102358,Lake Trout,2009,20-Jun-09,67.3,1866,M,1.2,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
405,38505,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102359,Lake Trout,2009,20-Jun-09,34.1,251,M,0.39,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
406,38506,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102360,Lake Trout,2009,20-Jun-09,58.6,1666,F,1.1,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
407,38507,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102361,Lake Trout,2009,20-Jun-09,60.3,1677,M,0.48,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
408,38508,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102362,Lake Trout,2009,20-Jun-09,92,9580,F,1.7,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
409,38531,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102452,Lake Trout,2009,20-Jun-09,45.4,684,,0.45,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
410,38532,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102453,Lake Trout,2009,20-Jun-09,78.1,4036,F,2,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
411,38533,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102454,Lake Trout,2009,20-Jun-09,44.6,702,F,0.62,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
412,38542,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102463,Lake Trout,2009,20-Jun-09,64.8,1992,M,1.4,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
413,38543,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102464,Lake Trout,2009,20-Jun-09,62.8,1598,F,1.5,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
414,38544,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102465,Lake Trout,2009,20-Jun-09,59,1696,M,0.92,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
415,38545,50469408,15-4172-56262,Longlegged Lake,50.78388889,-94.17444444,102466,Lake Trout,2009,20-Jun-09,47.3,802,M,0.53,Longlegged L.,0.122908159,0.530688417,4.16992463,4.401195541,15.19292933,6915.5
416,27802,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113757,Lake Trout,2010,28-Aug-10,57,1650,F,0.26,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
417,27803,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113758,Lake Trout,2010,28-Aug-10,59.1,1750,M,0.77,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
418,27804,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113759,Lake Trout,2010,28-Aug-10,62.1,2300,M,0.61,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
419,27806,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113761,Lake Trout,2010,28-Aug-10,58.4,1500,M,0.22,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
420,27808,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113763,Lake Trout,2010,28-Aug-10,66.4,2780,F,0.43,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
421,27828,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113783,Lake Trout,2010,28-Aug-10,47.6,900,F,0.31,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
422,27829,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113784,Lake Trout,2010,28-Aug-10,49.7,1000,M,0.32,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
423,27830,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113785,Lake Trout,2010,28-Aug-10,50.2,1069,M,0.52,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
424,27831,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113786,Lake Trout,2010,28-Aug-10,53.2,1291,M,0.3,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
425,27832,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113787,Lake Trout,2010,28-Aug-10,54.8,1532,M,0.2,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
426,27833,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113788,Lake Trout,2010,28-Aug-10,62.5,2146,M,0.68,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
427,27834,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113789,Lake Trout,2010,28-Aug-10,65.4,2350,F,0.67,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
428,27835,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113790,Lake Trout,2010,28-Aug-10,66.4,2862,M,0.63,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
429,27836,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113791,Lake Trout,2010,28-Aug-10,66.6,2572,F,0.29,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
430,27837,49159258,15-5023-54567,Lower Manitou Lake,49.26472222,-92.96861111,113792,Lake Trout,2010,28-Aug-10,72.6,3700,F,0.89,Lower Manitou L.,-1.387479541,0.199810439,4.695490011,5.249530769,17.99935767,8284.8
431,35550,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105690,Lake Trout,2009,02-Aug-09,36.5,355,M,0.44,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
432,35551,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105691,Lake Trout,2009,02-Aug-09,51.1,950,M,1.9,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
433,35552,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105692,Lake Trout,2009,02-Aug-09,40.6,400,F,0.6,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
434,35553,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105693,Lake Trout,2009,02-Aug-09,43.4,635,F,0.68,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
435,35554,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105694,Lake Trout,2009,02-Aug-09,51.3,1300,M,2.2,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
436,35555,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105695,Lake Trout,2009,02-Aug-09,40.9,485,F,0.73,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
437,35556,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105696,Lake Trout,2009,02-Aug-09,34.5,265,M,0.45,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
438,35557,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105697,Lake Trout,2009,02-Aug-09,43.9,650,M,0.71,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
439,35558,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105698,Lake Trout,2009,02-Aug-09,37.5,365,F,0.55,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
440,35559,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105699,Lake Trout,2009,02-Aug-09,40.7,475,M,0.42,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
441,35560,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105700,Lake Trout,2009,02-Aug-09,65.7,2800,F,2.8,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
442,35561,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105701,Lake Trout,2009,02-Aug-09,41.8,575,F,0.61,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
443,35562,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105702,Lake Trout,2009,02-Aug-09,34.2,260,F,0.4,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
444,35563,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105703,Lake Trout,2009,02-Aug-09,27.4,145,M,0.29,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
445,35564,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105704,Lake Trout,2009,02-Aug-09,46.5,785,F,1.5,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
446,35565,50059236,15-5282-55495,Mold Lake,50.09916667,-92.60638889,105705,Lake Trout,2009,02-Aug-09,45.2,620,M,0.7,Mold L.,-0.425096837,0.395297767,4.30691437,4.432389857,15.51131,49.4
447,NA,NA,17-6201-49898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muskoka, L.",-2.228345473,0.097233778,5.698004111,5.773187944,18.08923133,12205.8
448,NA,NA,15-6146-538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pickerel L.,-0.601459156,0.354009933,4.515713894,4.881353744,17.29829467,5154
449,27079,49059335,15-4595-54375,Pipestone Lake,49.09944444,-93.54388889,112974,Lake Trout,2010,15-Aug-10,61.7,1813,F,0.28,Pipestone L.,-2.734518614,0.060966958,4.686526638,4.898291344,18.11355967,3890.7
450,27106,49059335,15-4595-54375,Pipestone Lake,49.09944444,-93.54388889,113001,Lake Trout,2010,15-Aug-10,51.9,1110,F,0.34,Pipestone L.,-2.734518614,0.060966958,4.686526638,4.898291344,18.11355967,3890.7
451,27107,49059335,15-4595-54375,Pipestone Lake,49.09944444,-93.54388889,113002,Lake Trout,2010,15-Aug-10,54.3,1447,M,0.34,Pipestone L.,-2.734518614,0.060966958,4.686526638,4.898291344,18.11355967,3890.7
452,27108,49059335,15-4595-54375,Pipestone Lake,49.09944444,-93.54388889,113003,Lake Trout,2010,15-Aug-10,61,2158,M,0.44,Pipestone L.,-2.734518614,0.060966958,4.686526638,4.898291344,18.11355967,3890.7
453,27109,49059335,15-4595-54375,Pipestone Lake,49.09944444,-93.54388889,113004,Lake Trout,2010,15-Aug-10,66,2914,M,0.73,Pipestone L.,-2.734518614,0.060966958,4.686526638,4.898291344,18.11355967,3890.7
454,27110,49059335,15-4595-54375,Pipestone Lake,49.09944444,-93.54388889,113005,Lake Trout,2010,15-Aug-10,66.2,2512,M,0.31,Pipestone L.,-2.734518614,0.060966958,4.686526638,4.898291344,18.11355967,3890.7
455,NA,NA,15-5670-55575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richardson L.,-1.536133226,0.177098093,4.76965165,4.802004591,15.598612,190.4
456,NA,NA,17-6112-50030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosseau, L.",-1.695691187,0.155028859,4.886231534,4.966077472,18.149625,6374.4
457,NA,NA,18-3030-50572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Round L.,-0.751452803,0.320504825,4.778834874,4.91692661,18.20639533,3068.8
458,32789,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111591,Lake Trout,2010,19-Jul-10,65.1,2401,F,0.6,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
459,32790,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111593,Lake Trout,2010,19-Jul-10,80.9,5500,M,1.5,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
460,32791,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111594,Lake Trout,2010,19-Jul-10,32.6,396,M,0.16,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
461,32792,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111595,Lake Trout,2010,19-Jul-10,45.4,748,F,0.22,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
462,32793,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111596,Lake Trout,2010,19-Jul-10,47.9,1028,M,0.28,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
463,32794,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111597,Lake Trout,2010,19-Jul-10,54.8,1600,F,0.22,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
464,32795,49529410,15-4153-55253,Silver Lake,49.87638889,-94.17861111,111634,Lake Trout,2010,19-Jul-10,66.7,1973,M,0.7,Silver L.,-1.296313451,0.214786111,4.753427086,5.263933663,18.24417933,2649.1
465,28645,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111167,Lake Trout,2010,06-Jul-10,66.3,2288,F,0.47,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
466,28646,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111168,Lake Trout,2010,06-Jul-10,63,2439,F,0.7,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
467,28647,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111169,Lake Trout,2010,06-Jul-10,65,2649,M,0.71,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
468,28658,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111180,Lake Trout,2010,06-Jul-10,50.5,1083,F,0.22,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
469,28659,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111181,Lake Trout,2010,06-Jul-10,52.6,1295,M,0.3,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
470,28660,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111182,Lake Trout,2010,06-Jul-10,54.3,1452,M,0.32,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
471,28661,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111183,Lake Trout,2010,06-Jul-10,55.3,1348,M,0.22,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
472,28662,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111184,Lake Trout,2010,06-Jul-10,55.8,1636,M,0.39,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
473,28663,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111185,Lake Trout,2010,06-Jul-10,57.5,1697,F,0.57,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
474,28664,49239218,15-5503-54708,Stormy Lake,49.38972222,-92.30777778,111186,Lake Trout,2010,06-Jul-10,58.3,1811,M,0.42,Stormy L.,-1.989869379,0.120270682,4.899161042,5.261035519,17.90403833,2441.2
